LenderYield,ProsperScore,BorrowerState,Occupation,OriginationYear,CreditScoreRangeLower
0.34,5.0,OH,Police Officer/Correction Officer,2009,660.0
0.1799,6.0,IN,Executive,2011,660.0
0.0849,9.0,NY,Administrative Assistant,2013,700.0
0.0769,11.0,WA,Nurse (RN),2013,700.0
0.089,6.0,IL,Other,2013,700.0
0.1299,9.0,NJ,Other,2013,720.0
0.1234,8.0,KS,Professional,2013,700.0
0.0649,10.0,MN,Engineer - Electrical,2012,820.0
0.0976,9.0,CA,Other,2012,720.0
0.089,6.0,WI,Sales - Retail,2014,700.0
0.152,9.0,NY,Nurse (RN),2014,660.0
0.285,9.0,TX,Teacher,2010,640.0
0.1959,4.0,NY,Clerical,2013,700.0
0.1154,8.0,MO,Tradesman - Mechanic,2011,780.0
0.1385,10.0,MA,Other,2013,720.0
0.2479,4.0,NC,Other,2013,680.0
0.27,3.0,NE,Other,2014,680.0
0.3099,2.0,OH,Engineer - Mechanical,2011,700.0
0.2224,6.0,KY,Teacher,2012,700.0
0.2224,3.0,OH,Professional,2012,680.0
0.1595,7.0,MO,Tradesman - Mechanic,2013,660.0
0.1599,6.0,WY,Police Officer/Correction Officer,2013,720.0
0.1099,8.0,CA,Accountant/CPA,2013,680.0
0.3034,2.0,TX,Sales - Retail,2013,720.0
0.277,5.0,CO,Other,2012,740.0
0.2599,6.0,KS,Other,2011,680.0
0.1174,4.0,TX,Food Service Management,2014,700.0
0.1335,9.0,VA,Professional,2014,660.0
0.1799,4.0,TX,Teacher,2013,660.0
0.082,9.0,TX,Professional,2010,740.0
0.1985,8.0,HI,Retail Management,2012,640.0
0.2524,2.0,MD,Other,2013,680.0
0.1199,7.0,RI,Other,2013,800.0
0.0659,8.0,OR,Other,2013,840.0
0.1521,8.0,WI,Professional,2011,680.0
0.1669,5.0,MI,Executive,2013,740.0
0.2352,6.0,GA,Other,2012,680.0
0.2246,4.0,CA,Administrative Assistant,2013,680.0
0.1349,9.0,FL,Sales - Retail,2012,680.0
0.2259,3.0,NY,Other,2013,720.0
0.2399,6.0,NJ,Computer Programmer,2012,700.0
0.1359,4.0,FL,Other,2013,740.0
0.0689,9.0,IL,Other,2012,760.0
0.2466,2.0,FL,Other,2013,760.0
0.3077,4.0,PA,Other,2012,680.0
0.1199,7.0,WA,Accountant/CPA,2013,720.0
0.1775,4.0,MO,Police Officer/Correction Officer,2013,720.0
0.189,10.0,OH,Professional,2010,680.0
0.142,8.0,NJ,Engineer - Mechanical,2013,720.0
0.0719,8.0,CA,Investor,2013,800.0
0.3099,4.0,CA,Skilled Labor,2011,700.0
0.188,4.0,NJ,Military Officer,2013,700.0
0.1069,9.0,NY,Sales - Commission,2013,760.0
0.24,8.0,TX,Social Worker,2010,740.0
0.1015,9.0,MA,Executive,2010,740.0
0.2279,4.0,GA,Professional,2013,660.0
0.061,10.0,UT,Student - College Senior,2010,720.0
0.0874,8.0,CA,Professional,2012,720.0
0.1585,6.0,IN,Laborer,2013,660.0
0.1139,11.0,TX,Professional,2013,780.0
0.2599,6.0,NJ,Retail Management,2011,720.0
0.1459,6.0,FL,Other,2013,700.0
0.188,5.0,OH,Skilled Labor,2013,640.0
0.179,6.0,IL,Teacher,2009,780.0
0.1259,6.0,MN,Administrative Assistant,2013,740.0
0.0739,8.0,GA,Engineer - Mechanical,2012,780.0
0.3077,6.0,NJ,Other,2012,660.0
0.187,7.0,CO,Other,2014,660.0
0.152,3.0,NY,Nurse (RN),2014,700.0
0.1579,6.0,CA,Administrative Assistant,2013,640.0
0.2392,3.0,VA,Executive,2013,680.0
0.275,2.0,IL,Construction,2013,680.0
0.1089,6.0,NJ,Principal,2014,680.0
0.1599,5.0,NJ,Administrative Assistant,2013,720.0
0.187,4.0,OR,Other,2013,660.0
0.134,5.0,AL,Professional,2013,720.0
0.117,8.0,CA,Police Officer/Correction Officer,2012,780.0
0.0934,9.0,MN,Analyst,2013,760.0
0.267,1.0,TX,Other,2012,700.0
0.3077,5.0,CA,Teacher,2012,680.0
0.3049,5.0,GA,Other,2011,680.0
0.1695,7.0,GA,Professional,2014,700.0
0.1625,6.0,NY,Executive,2014,640.0
0.1539,4.0,MO,Teacher,2013,720.0
0.1521,8.0,OR,Skilled Labor,2012,680.0
0.2332,4.0,MS,Construction,2013,680.0
0.0669,7.0,AL,Postal Service,2014,760.0
0.1214,11.0,VA,Other,2014,700.0
0.0999,7.0,NE,Professional,2013,760.0
0.1499,6.0,CA,Other,2013,660.0
0.2299,4.0,OH,Nurse (LPN),2011,660.0
0.152,5.0,RI,Construction,2013,680.0
0.3077,4.0,FL,Food Service,2012,700.0
0.198,4.0,NY,Police Officer/Correction Officer,2014,720.0
0.2799,2.0,CA,Professional,2011,720.0
0.1747,7.0,OK,Accountant/CPA,2013,760.0
0.1435,8.0,TX,Executive,2014,740.0
0.1039,11.0,AL,Professional,2013,740.0
0.1915,4.0,PA,Construction,2013,720.0
0.0754,10.0,CA,Analyst,2011,780.0
0.2636,3.0,GA,Teacher,2013,760.0
0.089,6.0,NY,Other,2014,700.0
0.2975,3.0,LA,Other,2013,660.0
0.2392,3.0,MI,Sales - Commission,2013,680.0
0.2858,6.0,ID,Other,2012,660.0
0.0399,10.0,VA,Computer Programmer,2011,820.0
0.095,8.0,CA,Truck Driver,2013,760.0
0.1349,8.0,MA,Medical Technician,2012,720.0
0.0874,8.0,CA,Medical Technician,2012,700.0
0.3077,6.0,OH,Other,2012,640.0
0.139,8.0,TN,Accountant/CPA,2010,720.0
0.1199,5.0,IL,Laborer,2013,740.0
0.1555,4.0,NJ,Sales - Commission,2013,720.0
0.3099,5.0,NY,Other,2011,660.0
0.2529,2.0,FL,Teacher,2013,660.0
0.2524,4.0,LA,Nurse (RN),2014,640.0
0.2039,4.0,FL,Administrative Assistant,2013,700.0
0.1149,5.0,OH,Investor,2013,700.0
0.1089,10.0,NY,Other,2014,720.0
0.0709,8.0,CA,Computer Programmer,2014,740.0
0.152,5.0,CA,Laborer,2013,660.0
0.2499,7.0,OH,Laborer,2011,660.0
0.1879,3.0,TX,Teacher,2013,680.0
0.2399,7.0,CA,Psychologist,2011,660.0
0.1985,8.0,MO,Professional,2012,760.0
0.166,4.0,CT,Retail Management,2013,660.0
0.0864,9.0,FL,Truck Driver,2012,740.0
0.2612,2.0,CA,Retail Management,2013,680.0
0.0935,9.0,OK,Food Service Management,2009,740.0
0.3077,2.0,OH,Other,2012,720.0
0.2187,6.0,NY,Professional,2012,620.0
0.1945,5.0,CT,Sales - Retail,2013,640.0
0.185,2.0,MA,Sales - Retail,2013,760.0
0.1949,7.0,SC,Realtor,2012,640.0
0.3077,5.0,IN,Administrative Assistant,2012,700.0
0.3077,5.0,MD,Other,2012,660.0
0.1485,4.0,IN,Sales - Retail,2014,660.0
0.1199,8.0,NY,Retail Management,2013,660.0
0.1174,7.0,TN,Medical Technician,2013,680.0
0.2135,2.0,TX,Accountant/CPA,2014,700.0
0.0999,8.0,CA,Computer Programmer,2013,780.0
0.1839,7.0,NE,Teacher,2013,760.0
0.1255,7.0,GA,Tradesman - Mechanic,2013,740.0
0.2259,3.0,VA,Social Worker,2013,740.0
0.251,3.0,VA,Retail Management,2012,660.0
0.2466,2.0,IL,Engineer - Mechanical,2013,660.0
0.3077,4.0,PA,Engineer - Mechanical,2012,720.0
0.2154,6.0,MN,Other,2012,660.0
0.3034,3.0,CA,Retail Management,2013,660.0
0.1359,4.0,NJ,Police Officer/Correction Officer,2013,760.0
0.0845,6.0,IN,Professional,2009,800.0
0.191,6.0,NJ,Other,2013,640.0
0.2081,8.0,NC,Skilled Labor,2012,640.0
0.1719,3.0,MA,Other,2013,680.0
0.2529,4.0,CA,Skilled Labor,2013,640.0
0.265,6.0,IL,Computer Programmer,2010,740.0
0.0549,10.0,WA,Clerical,2012,780.0
0.2816,5.0,WI,Professional,2013,620.0
0.1435,7.0,GA,Computer Programmer,2013,720.0
0.125,8.0,VA,Civil Service,2010,740.0
0.312,5.0,CA,Other,2010,700.0
0.1575,4.0,NJ,Other,2014,680.0
0.1797,8.0,WA,Professional,2012,700.0
0.1009,4.0,OH,Computer Programmer,2013,700.0
0.3077,4.0,OH,Biologist,2012,660.0
0.095,4.0,TX,Truck Driver,2013,800.0
0.3077,5.0,KY,Executive,2012,700.0
0.3034,2.0,NJ,Medical Technician,2013,640.0
0.1274,9.0,FL,Accountant/CPA,2010,760.0
0.2204,3.0,NY,Postal Service,2013,680.0
0.1435,6.0,MD,Other,2014,760.0
0.1435,7.0,MD,Other,2014,760.0
0.1365,6.0,MO,Construction,2013,680.0
0.1485,6.0,WA,Professional,2013,660.0
0.1999,7.0,IL,Waiter/Waitress,2012,700.0
0.0999,10.0,LA,Construction,2013,700.0
0.0555,10.0,WV,Teacher,2011,780.0
0.2374,4.0,OH,Retail Management,2014,640.0
0.1499,9.0,MO,Other,2011,660.0
0.3025,4.0,TX,Professional,2011,620.0
0.2392,7.0,FL,Nurse (LPN),2012,680.0
0.2392,2.0,PA,Executive,2013,800.0
0.0669,9.0,OH,Skilled Labor,2014,720.0
0.06,10.0,WY,Executive,2009,800.0
0.1999,6.0,NV,Other,2012,720.0
0.2389,7.0,MT,Professional,2012,680.0
0.1585,4.0,IL,Other,2013,680.0
0.2349,7.0,PA,Professional,2012,680.0
0.2539,2.0,LA,Analyst,2013,700.0
0.221,3.0,WI,Laborer,2013,660.0
0.094,9.0,IL,Other,2009,720.0
0.2187,3.0,NJ,Administrative Assistant,2012,640.0
0.2584,6.0,NC,Professional,2012,680.0
0.2125,8.0,UT,Accountant/CPA,2013,640.0
0.1595,6.0,MA,Other,2013,720.0
0.2299,7.0,AL,Religious,2010,640.0
0.1409,7.0,FL,Other,2013,780.0
0.1949,7.0,CA,Other,2012,700.0
0.184,4.0,NJ,Executive,2013,680.0
0.2599,5.0,AK,Clerical,2011,660.0
0.1799,5.0,NY,Professional,2013,640.0
0.3077,4.0,CA,Food Service Management,2012,660.0
0.3077,2.0,OH,Police Officer/Correction Officer,2011,680.0
0.2599,6.0,CA,Engineer - Electrical,2011,700.0
0.1505,4.0,TX,Other,2014,660.0
0.17,4.0,GA,Skilled Labor,2013,700.0
0.0729,9.0,VA,Accountant/CPA,2011,760.0
0.3077,5.0,CA,Construction,2012,660.0
0.1139,8.0,NH,Nurse's Aide,2013,740.0
0.3077,4.0,AZ,Accountant/CPA,2012,700.0
0.1409,5.0,FL,Analyst,2013,780.0
0.1039,10.0,CA,Investor,2014,660.0
0.2479,3.0,FL,Other,2013,740.0
0.1029,8.0,TN,Sales - Commission,2011,700.0
0.061,10.0,MT,Other,2010,760.0
0.2109,4.0,SC,Sales - Commission,2013,680.0
0.1258,9.0,CA,Professional,2009,720.0
0.152,3.0,IL,Sales - Commission,2013,700.0
0.2958,6.0,TX,Food Service,2012,660.0
0.1139,8.0,FL,Professional,2013,660.0
0.1924,4.0,IL,Other,2012,680.0
0.0508,10.0,CA,Computer Programmer,2012,760.0
0.3077,5.0,MI,Other,2012,700.0
0.0999,9.0,CA,Sales - Commission,2013,660.0
0.1699,8.0,TX,Other,2011,640.0
0.3132,5.0,CT,Other,2012,720.0
0.13,9.0,GA,Tradesman - Electrician,2014,640.0
0.139,8.0,VA,Computer Programmer,2010,740.0
0.1839,4.0,IL,Civil Service,2013,700.0
0.2454,4.0,WY,Other,2014,640.0
0.1949,6.0,WA,Social Worker,2012,760.0
0.1335,4.0,FL,Other,2013,680.0
0.0616,10.0,IN,Executive,2013,740.0
0.0669,9.0,OK,Sales - Retail,2014,760.0
0.3077,4.0,GA,Professional,2012,720.0
0.2368,6.0,MA,Retail Management,2012,720.0
0.0709,11.0,SC,Sales - Retail,2014,740.0
0.2599,6.0,MA,Other,2011,660.0
0.1119,8.0,GA,Other,2013,780.0
0.2899,2.0,GA,Professional,2013,660.0
0.1365,5.0,OK,Other,2013,700.0
0.1669,5.0,GA,Analyst,2013,740.0
0.0659,8.0,CA,Sales - Retail,2013,860.0
0.152,6.0,PA,Civil Service,2013,680.0
0.142,10.0,TX,Medical Technician,2013,720.0
0.2958,6.0,VA,Sales - Commission,2012,660.0
0.1805,3.0,OK,Tradesman - Mechanic,2013,680.0
0.3077,5.0,GA,Professor,2012,660.0
0.139,8.0,RI,Engineer - Mechanical,2010,720.0
0.1335,8.0,MS,Computer Programmer,2014,680.0
0.1365,9.0,TX,Teacher,2013,700.0
0.1585,4.0,NY,Food Service,2014,700.0
0.2135,3.0,CA,Other,2013,660.0
0.1674,5.0,PA,Sales - Commission,2013,720.0
0.145,5.0,IN,Laborer,2013,760.0
0.2529,4.0,CA,Professional,2013,660.0
0.2298,2.0,VA,Other,2013,680.0
0.1485,4.0,MN,Other,2014,660.0
0.2599,5.0,TX,Retail Management,2011,720.0
0.169,10.0,IN,Food Service Management,2011,700.0
0.2099,6.0,IN,Engineer - Mechanical,2011,680.0
0.1544,8.0,CA,Medical Technician,2011,760.0
0.3099,2.0,CA,Other,2011,720.0
0.184,4.0,NJ,Other,2014,680.0
0.1625,6.0,CT,Professional,2014,660.0
0.089,6.0,TX,Other,2014,700.0
0.3077,5.0,IL,Professional,2012,660.0
0.2524,3.0,MI,Sales - Commission,2013,640.0
0.3077,5.0,OK,Skilled Labor,2012,660.0
0.142,7.0,FL,Computer Programmer,2013,700.0
0.2246,6.0,NY,Food Service,2012,700.0
0.1255,4.0,MA,Engineer - Electrical,2014,680.0
0.2024,8.0,WA,Computer Programmer,2012,760.0
0.1234,8.0,GA,Teacher,2013,700.0
0.1319,6.0,IL,Other,2013,740.0
0.3077,5.0,NJ,Executive,2012,700.0
0.1668,8.0,NH,Sales - Retail,2012,740.0
0.1668,8.0,WV,Doctor,2012,680.0
0.1669,6.0,PA,Clerical,2013,700.0
0.31,5.0,AR,Waiter/Waitress,2010,640.0
0.1229,9.0,NV,Other,2011,720.0
0.2053,7.0,KY,Engineer - Electrical,2012,700.0
0.1385,5.0,PA,Skilled Labor,2013,720.0
0.1149,6.0,OH,Retail Management,2013,760.0
0.1724,4.0,NY,Professional,2013,680.0
0.0669,11.0,CA,Other,2013,700.0
0.2524,3.0,AZ,Clerical,2014,660.0
0.2997,4.0,MN,Other,2012,620.0
0.2246,2.0,AL,Other,2013,700.0
0.1599,8.0,CA,Teacher,2011,780.0
0.3077,5.0,MD,Other,2012,660.0
0.1535,5.0,MA,Sales - Retail,2014,660.0
0.2024,4.0,NY,Other,2013,700.0
0.139,8.0,AL,Food Service,2010,760.0
0.2762,6.0,GA,Police Officer/Correction Officer,2013,620.0
0.1555,5.0,MA,Other,2014,720.0
0.188,5.0,NY,Professional,2013,660.0
0.2965,8.0,OH,Chemist,2010,700.0
0.275,2.0,OR,Other,2013,660.0
0.2333,8.0,NV,Doctor,2012,640.0
0.1285,8.0,NE,Laborer,2010,720.0
0.1499,6.0,VT,Police Officer/Correction Officer,2013,740.0
0.2599,4.0,NJ,Truck Driver,2013,660.0
0.1319,7.0,MI,Other,2013,800.0
0.1089,9.0,PA,Engineer - Electrical,2014,680.0
0.3295,9.0,WA,Other,2009,600.0
0.0899,8.0,CA,Administrative Assistant,2012,800.0
0.1985,8.0,MD,Professional,2012,700.0
0.1615,2.0,CA,Other,2014,700.0
0.2369,4.0,MO,Other,2013,700.0
0.2899,1.0,VA,Sales - Retail,2012,600.0
0.1719,6.0,AL,Professional,2013,700.0
0.1349,8.0,NY,Other,2012,680.0
0.2594,4.0,GA,Executive,2014,640.0
0.2389,7.0,TX,Teacher,2012,680.0
0.163,4.0,TX,Other,2013,760.0
0.13,7.0,NV,Retail Management,2014,680.0
0.0899,8.0,CA,Professional,2012,800.0
0.1499,7.0,CA,Computer Programmer,2013,660.0
0.0939,10.0,IL,Engineer - Mechanical,2014,760.0
0.173,7.0,GA,Social Worker,2012,740.0
0.0709,6.0,PA,Other,2014,760.0
0.2246,4.0,CA,Other,2013,680.0
0.089,6.0,TX,Other,2014,700.0
0.1299,5.0,NY,Other,2013,780.0
0.1409,7.0,IL,Professional,2013,640.0
0.1119,9.0,TX,Analyst,2013,740.0
0.2525,7.0,WA,Tradesman - Carpenter,2010,640.0
0.0829,8.0,CA,Executive,2011,760.0
0.205,1.0,IL,Professional,2013,700.0
0.2259,5.0,KS,Accountant/CPA,2013,700.0
0.1924,8.0,OH,Nurse (RN),2012,700.0
0.0799,10.0,NJ,Analyst,2011,820.0
0.1645,4.0,CT,Attorney,2014,680.0
0.1214,10.0,CA,Executive,2013,660.0
0.285,7.0,UT,Skilled Labor,2011,680.0
0.1299,9.0,TX,Computer Programmer,2013,740.0
0.2869,5.0,IL,Other,2012,760.0
0.1435,3.0,TX,Executive,2014,740.0
0.2825,2.0,TX,Tradesman - Mechanic,2013,660.0
0.191,4.0,MN,Analyst,2013,640.0
0.095,7.0,IL,Engineer - Electrical,2009,800.0
0.1668,8.0,IL,Professional,2012,640.0
0.2686,2.0,PA,Other,2013,740.0
0.2906,5.0,MN,Other,2012,720.0
0.0739,9.0,MN,Analyst,2012,760.0
0.0874,8.0,MA,Clerical,2012,820.0
0.0899,10.0,WV,Tradesman - Electrician,2012,740.0
0.1139,8.0,TX,Executive,2013,700.0
0.147,4.0,CO,Truck Driver,2014,720.0
0.0725,10.0,MI,Teacher,2010,800.0
0.1919,5.0,CA,Military Enlisted,2013,680.0
0.277,5.0,MN,Civil Service,2012,740.0
0.1499,8.0,CT,Other,2012,740.0
0.2739,8.0,NJ,Civil Service,2012,640.0
0.2525,6.0,OK,Food Service,2010,700.0
0.2294,3.0,TX,Professional,2014,660.0
0.1805,4.0,OH,Accountant/CPA,2013,680.0
0.082,9.0,WV,Executive,2010,740.0
0.101,8.0,GA,Attorney,2011,700.0
0.1385,8.0,CA,Social Worker,2013,660.0
0.1053,8.0,TX,Computer Programmer,2013,720.0
0.1051,10.0,NY,Food Service Management,2012,760.0
0.1745,8.0,MI,Teacher,2012,760.0
0.1985,4.0,CA,Other,2013,660.0
0.125,10.0,GA,Professional,2014,680.0
0.1255,4.0,MD,Accountant/CPA,2014,700.0
0.205,3.0,ID,Nurse (RN),2014,680.0
0.1319,7.0,NJ,Truck Driver,2013,700.0
0.1399,9.0,TX,Other,2013,800.0
0.156,7.0,TX,Professional,2013,720.0
0.2499,7.0,IL,Accountant/CPA,2011,720.0
0.1039,6.0,PA,Other,2014,680.0
0.187,3.0,TX,Professional,2014,700.0
0.1665,6.0,NY,Engineer - Mechanical,2013,680.0
0.1365,9.0,FL,Professional,2014,680.0
0.1255,2.0,CO,Psychologist,2014,720.0
0.2539,2.0,CA,Nurse (LPN),2013,720.0
0.285,7.0,UT,Computer Programmer,2011,680.0
0.3034,3.0,WV,Other,2013,680.0
0.1139,6.0,FL,Professional,2013,700.0
0.2246,2.0,CA,Other,2013,660.0
0.2795,2.0,FL,Other,2013,680.0
0.1699,8.0,TX,Scientist,2011,720.0
0.082,9.0,TN,Other,2010,740.0
0.2246,3.0,GA,Other,2013,660.0
0.184,6.0,KS,Teacher,2014,660.0
0.3295,6.0,MO,Clerical,2010,700.0
0.3027,5.0,NY,Engineer - Mechanical,2011,660.0
0.2099,7.0,NY,Other,2013,660.0
0.198,5.0,FL,Sales - Retail,2013,660.0
0.2949,7.0,NH,Retail Management,2011,660.0
0.166,5.0,CA,Professional,2013,640.0
0.089,9.0,DE,Construction,2013,700.0
0.145,6.0,MO,Other,2013,680.0
0.1335,7.0,TX,Professional,2013,720.0
0.1884,6.0,AZ,Clerical,2013,720.0
0.1695,6.0,NV,Realtor,2014,640.0
0.2599,5.0,GA,Analyst,2011,620.0
0.1719,5.0,CT,Sales - Commission,2013,740.0
0.3,5.0,IN,Retail Management,2010,620.0
0.1699,8.0,CT,Other,2011,700.0
0.0764,9.0,TX,Other,2012,780.0
0.3077,5.0,CA,Professional,2012,660.0
0.1374,4.0,MS,Administrative Assistant,2013,760.0
0.1985,5.0,AZ,Food Service Management,2013,700.0
0.082,9.0,CA,Professional,2010,720.0
0.173,6.0,FL,Other,2012,700.0
0.177,5.0,WA,Truck Driver,2013,680.0
0.2612,2.0,UT,Other,2013,720.0
0.1999,3.0,MI,Truck Driver,2013,680.0
0.1774,5.0,NC,Other,2013,700.0
0.2299,4.0,IL,Professional,2011,700.0
0.1299,8.0,NJ,Other,2011,720.0
0.329,1.0,FL,Accountant/CPA,2010,680.0
0.1634,4.0,FL,Construction,2013,760.0
0.1204,5.0,AL,Other,2012,660.0
0.1664,8.0,AL,Skilled Labor,2011,720.0
0.3077,2.0,DE,Other,2012,680.0
0.3077,6.0,OH,Other,2012,640.0
0.3077,3.0,VT,Other,2012,720.0
0.187,4.0,CA,Psychologist,2014,660.0
0.2973,1.0,WV,Other,2011,660.0
0.089,10.0,NM,Pharmacist,2013,760.0
0.1089,8.0,VA,Executive,2013,680.0
0.3099,3.0,OH,Other,2011,780.0
0.212,4.0,TX,Executive,2012,720.0
0.2825,3.0,TN,Professor,2013,700.0
0.0899,7.0,TX,Analyst,2013,720.0
0.2816,3.0,FL,Other,2013,640.0
0.1668,8.0,IL,Skilled Labor,2012,760.0
0.1949,6.0,CA,Other,2012,740.0
0.2349,7.0,LA,Teacher,2012,660.0
0.1555,4.0,CO,Police Officer/Correction Officer,2013,720.0
0.0559,10.0,TX,Executive,2014,720.0
0.3077,4.0,NJ,Nurse (LPN),2012,740.0
0.34,1.0,VA,Military Enlisted,2010,600.0
0.2398,6.0,GA,Professional,2012,800.0
0.0669,8.0,CT,Executive,2014,800.0
0.156,4.0,MI,Nurse (RN),2013,680.0
0.1089,5.0,NM,Engineer - Electrical,2013,700.0
0.1369,7.0,CA,Skilled Labor,2012,720.0
0.1665,2.0,OH,Police Officer/Correction Officer,2014,700.0
0.3199,6.0,GA,Tradesman - Electrician,2009,660.0
0.1451,8.0,MA,Other,2012,780.0
0.2599,7.0,OR,Food Service,2011,680.0
0.3049,5.0,MN,Skilled Labor,2011,700.0
0.1409,5.0,NY,Civil Service,2013,820.0
0.2411,7.0,GA,Truck Driver,2011,700.0
0.1349,8.0,MD,Analyst,2012,700.0
0.1264,9.0,IL,Analyst,2012,740.0
0.1099,10.0,VT,Executive,2013,740.0
0.3077,2.0,PA,Truck Driver,2012,720.0
0.145,9.0,KS,Sales - Commission,2013,740.0
0.1799,5.0,IL,Food Service Management,2013,700.0
0.1365,6.0,GA,Other,2013,700.0
0.1435,5.0,NJ,Construction,2014,680.0
0.1039,7.0,IN,Executive,2014,680.0
0.3077,4.0,TX,Fireman,2012,680.0
0.0555,10.0,NH,Pilot - Private/Commercial,2011,760.0
0.177,6.0,CA,Analyst,2013,700.0
0.2392,8.0,CA,Nurse (RN),2013,620.0
0.1174,6.0,LA,Clerical,2014,720.0
0.1255,8.0,MD,Professional,2014,740.0
0.1259,6.0,FL,Other,2013,740.0
0.1669,6.0,PA,Professional,2013,700.0
0.1695,4.0,GA,Other,2014,660.0
0.1805,2.0,AK,Clerical,2014,700.0
0.0709,8.0,CA,Analyst,2013,700.0
0.2279,4.0,CO,Tradesman - Mechanic,2013,640.0
0.0835,9.0,VA,Analyst,2010,760.0
0.1174,4.0,OK,Clerical,2014,700.0
0.1349,9.0,FL,Professional,2012,700.0
0.1255,5.0,MO,Truck Driver,2014,720.0
0.2389,6.0,VA,Professional,2012,740.0
0.0769,9.0,NY,Teacher,2013,740.0
0.0999,9.0,MI,Retail Management,2013,720.0
0.1089,7.0,PA,Executive,2014,700.0
0.2686,2.0,NY,Truck Driver,2013,720.0
0.1615,2.0,NH,Tradesman - Mechanic,2014,700.0
0.1089,5.0,OR,Professional,2013,700.0
0.0725,10.0,IN,Sales - Commission,2010,820.0
0.1945,4.0,TX,Professional,2013,700.0
0.2727,7.0,LA,Administrative Assistant,2012,640.0
0.1839,5.0,TN,Laborer,2013,720.0
0.0999,5.0,NY,Retail Management,2014,700.0
0.2499,6.0,MD,Principal,2011,640.0
0.1775,4.0,AZ,Clerical,2014,660.0
0.1335,7.0,OH,Professional,2014,700.0
0.1985,8.0,OH,Postal Service,2012,760.0
0.2709,4.0,FL,Military Enlisted,2013,720.0
0.083,9.0,TX,Administrative Assistant,2010,840.0
0.1199,8.0,MO,Other,2013,680.0
0.142,9.0,NC,Executive,2013,740.0
0.34,6.0,NY,Other,2010,640.0
0.34,5.0,VA,Executive,2010,640.0
0.3077,3.0,NY,Professional,2012,740.0
0.2899,1.0,NY,Skilled Labor,2012,720.0
0.0874,9.0,NV,Professional,2013,740.0
0.1139,10.0,IL,Professional,2014,760.0
0.1435,3.0,VA,Other,2014,700.0
0.1479,6.0,WV,Sales - Retail,2013,700.0
0.191,2.0,CA,Professional,2013,700.0
0.2246,4.0,CA,Fireman,2013,640.0
0.2544,3.0,TX,Other,2014,660.0
0.1579,8.0,IN,Other,2012,740.0
0.1745,8.0,PA,Other,2012,760.0
0.0874,9.0,NV,Other,2012,720.0
0.0616,8.0,MN,Military Enlisted,2014,800.0
0.0709,8.0,CA,Computer Programmer,2014,720.0
0.2524,4.0,MO,Principal,2014,640.0
0.2999,6.0,NC,Teacher,2011,640.0
0.1556,7.0,NY,Other,2011,720.0
0.2099,6.0,FL,Other,2012,720.0
0.2135,2.0,MN,Other,2014,700.0
0.2499,6.0,TX,Other,2011,700.0
0.3049,4.0,VA,Teacher,2011,680.0
0.34,5.0,MO,Scientist,2010,620.0
0.1805,4.0,MN,Other,2014,640.0
0.095,8.0,GA,Sales - Commission,2013,720.0
0.2411,7.0,MI,Other,2011,640.0
0.2059,9.0,IL,Computer Programmer,2013,620.0
0.182,6.0,PA,Professional,2014,700.0
0.0999,11.0,CA,Analyst,2013,680.0
0.2686,2.0,MN,Other,2013,740.0
0.1089,6.0,FL,Food Service,2014,660.0
0.0849,10.0,AL,Other,2013,740.0
0.1314,6.0,CA,Computer Programmer,2012,680.0
0.1999,10.0,MA,Professional,2013,640.0
0.1089,10.0,WA,Skilled Labor,2013,700.0
0.1945,7.0,OK,Professional,2013,700.0
0.1089,10.0,NV,Retail Management,2013,660.0
0.0749,8.0,CT,Professional,2013,840.0
0.2996,3.0,NY,Skilled Labor,2013,600.0
0.1485,4.0,NY,Other,2014,700.0
0.2079,3.0,AZ,Other,2013,740.0
0.1365,6.0,AZ,Other,2013,680.0
0.1814,6.0,CA,Sales - Retail,2013,660.0
0.275,2.0,GA,Medical Technician,2013,640.0
0.191,3.0,CT,Executive,2014,740.0
0.2319,4.0,MN,Other,2013,640.0
0.1103,9.0,AZ,Professional,2013,800.0
0.2246,4.0,NJ,Construction,2013,660.0
0.188,3.0,PA,Other,2013,680.0
0.1799,3.0,NJ,Professional,2013,680.0
0.3204,6.0,NY,Other,2012,660.0
0.1199,6.0,CA,Accountant/CPA,2013,780.0
0.1314,6.0,WI,Laborer,2012,700.0
0.1385,8.0,GA,Other,2010,740.0
0.3077,4.0,CT,Other,2012,720.0
0.3099,2.0,MD,Laborer,2011,700.0
0.2204,3.0,PA,Other,2013,640.0
0.1296,8.0,AZ,Nurse (RN),2012,760.0
0.2024,3.0,IN,Analyst,2013,680.0
0.0774,10.0,AR,Sales - Retail,2014,700.0
0.1359,5.0,MI,Teacher,2013,780.0
0.2319,5.0,CA,Sales - Retail,2013,640.0
0.0849,7.0,OH,Engineer - Mechanical,2013,760.0
0.3077,2.0,CA,Other,2012,700.0
0.1599,7.0,IL,Other,2013,780.0
0.32,3.0,GA,Professional,2010,660.0
0.188,5.0,PA,Laborer,2013,640.0
0.3077,5.0,OH,Administrative Assistant,2012,660.0
0.089,10.0,IN,Nurse (RN),2013,700.0
0.1802,5.0,MT,Clerical,2012,680.0
0.2018,8.0,HI,Other,2012,680.0
0.2368,7.0,OH,Other,2012,800.0
0.1419,6.0,TN,Sales - Commission,2013,720.0
0.275,3.0,NY,Other,2014,680.0
0.1539,6.0,MO,Analyst,2013,660.0
